"","LYL1","LYL2","LYL3","LYL4","LYL5","LYL6","Abundance","Type","phylum","class","order","family","genus","species"
"ASV430",0.00071623,0,0.000859476,0.001718951,0.00071623,0,0.000668481,"Pro","p__Conosa","c__Variosea","o__Variosea_X","f__AND16-lineage","g__AND16-lineage_X","s__AND16-lineage_X_sp."
"ASV2357",0.001002722,0,0,0,0,0,0.00016712,"Pro","p__Cercozoa","c__Filosa-Granofilosea","o__Limnofilida","f__Limnofilidae","g__Limnofilidae_X","s__Limnofilidae_X_sp."
"ASV1975",0.000859476,0,0,0,0.000143246,0,0.00016712,"Pro","p__Cercozoa","c__Novel-clade-10-12","o__Novel-clade-12","f__NC12B-lineage","g__NC12B-lineage_X","s__NC12B-lineage_X_sp."
"ASV947",0,0,0,0.001145968,0,0,0.000190995,"Pro","p__Cercozoa","c__unclassified_p__Cercozoa","o__unclassified_p__Cercozoa","f__unclassified_p__Cercozoa","g__unclassified_p__Cercozoa","s__unclassified_p__Cercozoa"
"ASV211",0,0,0.002291935,0.002005443,0.001718951,0.001289214,0.001217591,"Pro","p__Cercozoa","c__Filosa-Thecofilosea","o__Cryomonadida","f__Rhogostoma-lineage","g__Rhogostoma-lineage_X","s__Rhogostoma-lineage_X_sp."
"ASV910",0,0.004583871,0,0.001862197,0,0.004583871,0.001838323,"Pro","p__Lobosa","c__Tubulinea","o__Echinamoebida","f__Vermamoebidae","g__Hartmannella","s__Hartmannella_sp."
"ASV268",0,0,0.001145968,0,0,0,0.000190995,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Glissomonadida","f__unclassified_o__Glissomonadida","g__unclassified_o__Glissomonadida","s__unclassified_o__Glissomonadida"
"ASV4609",0,0.001145968,0,0,0,0,0.000190995,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__unclassified_c__Filosa-Sarcomonadea","f__unclassified_c__Filosa-Sarcomonadea","g__unclassified_c__Filosa-Sarcomonadea","s__unclassified_c__Filosa-Sarcomonadea"
"ASV2336",0.001002722,0,0,0,0,0,0.00016712,"Pro","p__Cercozoa","c__Filosa-Granofilosea","o__Filosa-Granofilosea_X","f__Novel-Gran-6","g__Novel-Gran-6_X","s__Novel-Gran-6_X_sp."
"ASV1365",0,0.001289214,0,0,0,0,0.000214869,"Pro","p__Ciliophora","c__Colpodea","o__Platyophryida","f__Sorogenidae","g__unclassified_f__Sorogenidae","s__unclassified_f__Sorogenidae"
"ASV3278",0,0,0,0,0,0.001145968,0.000190995,"Pro","p__Ciliophora","c__Colpodea","o__Cyrtolophosidida","f__Cyrtolophosididae","g__Cyrtolophosididae_X","s__Cyrtolophosididae_X_sp."
"ASV4602",0,0.001862197,0,0,0,0,0.000310366,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Glissomonadida","f__Sandonidae","g__unclassified_f__Sandonidae","s__unclassified_f__Sandonidae"
"ASV4613",0,0.00143246,0,0,0,0,0.000238743,"Pro","p__Lobosa","c__Lobosa-G1","o__Lobosa-G1_X","f__Lobosa-G1_XX","g__Lobosa-G1_XXX","s__Lobosa-G1_XXX_sp."
"ASV1847",0,0.001862197,0,0,0.001145968,0,0.000501361,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Glissomonadida","f__Sandonidae","g__Sandonidae_X","s__Sandonidae_X_sp."
"ASV2388",0.00071623,0,0,0,0,0.000286492,0.00016712,"Pro","p__unclassified_k__Opisthokonta","c__unclassified_k__Opisthokonta","o__unclassified_k__Opisthokonta","f__unclassified_k__Opisthokonta","g__unclassified_k__Opisthokonta","s__unclassified_k__Opisthokonta"
"ASV1884",0,0,0,0,0.001145968,0.00071623,0.000310366,"Pro","p__Conosa","c__Mycetozoa-Myxogastrea","o__Trichiales","f__Trichiaceae","g__unclassified_f__Trichiaceae","s__unclassified_f__Trichiaceae"
"ASV920",0,0,0,0.001862197,0,0,0.000310366,"Pro","p__Conosa","c__Variosea","o__Variosea_X","f__Filamoebidae","g__Filamoeba","s__Filamoeba_sp."
"ASV1398",0.004010887,0,0,0,0.002005443,0,0.001002722,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Cercomonadida","f__Cercomonadidae","g__unclassified_f__Cercomonadidae","s__unclassified_f__Cercomonadidae"
"ASV250",0,0,0.001145968,0,0,0,0.000190995,"Pro","p__Ciliophora","c__Colpodea","o__Cyrtolophosidida","f__Cyrtolophosididae","g__Cyrtolophosididae_X","s__Cyrtolophosididae_X_sp."
"ASV932",0,0,0,0.00143246,0.001289214,0,0.000453612,"Pro","p__Lobosa","c__Lobosa_X","o__Lobosa_XX","f__LKM74-lineage","g__LKM74-lineage_X","s__LKM74-lineage_X_sp."
"ASV2939",0,0.0053001,0,0,0,0,0.00088335,"Pro","p__Lobosa","c__Tubulinea","o__Leptomyxida","f__Flabellulidae","g__Flabellula","s__Flabellula_citata"
"ASV2565",0,0.002578427,0,0,0,0,0.000429738,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Cercomonadida","f__Cercomonadidae","g__Eocercomonas","s__Eocercomonas_sp."
"ASV973",0,0,0,0.001289214,0,0,0.000214869,"Pro","p__Conosa","c__Variosea","o__Variosea_X","f__WIM1-lineage","g__WIM1-lineage_X","s__WIM1-lineage_X_sp."
"ASV1880",0,0,0,0,0.001145968,0,0.000190995,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Cercomonadida","f__Paracercomonadidae","g__Nucleocercomonas","s__Nucleocercomonas_praelonga"
"ASV277",0.003867641,0.004297379,0.001575705,0.001002722,0,0.001289214,0.002005443,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Glissomonadida","f__Glissomonadida_Clade-Y","g__Glissomonadida_Clade-Y_X","s__Glissomonadida_Clade-Y_X_sp."
"ASV1082",0.000572984,0,0,0.000429738,0.000429738,0,0.000238743,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Cercomonadida","f__Cercomonadidae","g__Cercomonadidae_X","s__Cercomonadidae_X_sp."
"ASV3269",0,0,0,0,0,0.001002722,0.00016712,"Pro","p__Conosa","c__Variosea","o__Variosea_X","f__Variosea_XX","g__Variosea_XXX","s__Variosea_XXX_sp."
"ASV3297",0,0.001718951,0,0,0,0.000572984,0.000381989,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Glissomonadida","f__Sandonidae","g__Neoheteromita","s__unclassified_g__Neoheteromita"
"ASV129",0.0053001,0.002148689,0.002721673,0,0,0.003008165,0.002196438,"Pro","p__Cercozoa","c__Endomyxa","o__Vampyrellida","f__Leptophryidae","g__Leptophryidae_X","s__Leptophryidae_X_sp."
"ASV897",0,0,0,0.002148689,0,0,0.000358115,"Pro","p__Ciliophora","c__Colpodea","o__Colpodida","f__Colpodidae","g__unclassified_f__Colpodidae","s__unclassified_f__Colpodidae"
"ASV215",0.003724395,0,0.002148689,0,0,0,0.000978847,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Cercomonadida","f__Paracercomonadidae","g__Nucleocercomonas","s__Nucleocercomonas_praelonga"
"ASV174",0,0,0.002291935,0,0.001145968,0.002148689,0.000931099,"Pro","p__Ciliophora","c__Oligohymenophorea","o__unclassified_c__Oligohymenophorea","f__unclassified_c__Oligohymenophorea","g__unclassified_c__Oligohymenophorea","s__unclassified_c__Oligohymenophorea"
"ASV314",0,0,0.001145968,0,0,0.000143246,0.000214869,"Pro","p__Dinophyta","c__Dinophyceae","o__Dinophyceae_X","f__Dinophyceae_XX","g__unclassified_f__Dinophyceae_XX","s__unclassified_f__Dinophyceae_XX"
"ASV1878",0,0,0,0,0.001145968,0,0.000190995,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Glissomonadida","f__Sandonidae","g__Neoheteromita","s__unclassified_g__Neoheteromita"
"ASV854",0,0,0,0.005156854,0,0,0.000859476,"Pro","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__unclassified_o__Hypotrichia","g__unclassified_o__Hypotrichia","s__unclassified_o__Hypotrichia"
"ASV951",0,0,0,0.001145968,0,0,0.000190995,"Pro","p__Ciliophora","c__Litostomatea","o__Haptoria","f__Spathidiidae","g__unclassified_f__Spathidiidae","s__unclassified_f__Spathidiidae"
"ASV65",0.008881249,0.009024495,0.00744879,0,0.006159576,0.00143246,0.005491095,"Pro","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__unclassified_f__Oxytrichidae","s__unclassified_f__Oxytrichidae"
"ASV946",0,0,0,0.001145968,0,0,0.000190995,"Pro","p__Mesomycetozoa","c__Ichthyosporea","o__Ichthyosphonida","f__Pseudoperkinsidae","g__unclassified_f__Pseudoperkinsidae","s__unclassified_f__Pseudoperkinsidae"
"ASV27",0.010456955,0.007878527,0.01203266,0.015184071,0.008594757,0.003294657,0.009573605,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Cercomonadida","f__Cercomonadidae","g__Cercomonas","s__Cercomonas_edax"
"ASV1646",0,0.001289214,0,0,0,0,0.000214869,"Pro","p__Cercozoa","c__Endomyxa","o__Vampyrellida","f__Vampyrellida_X","g__unclassified_f__Vampyrellida_X","s__unclassified_f__Vampyrellida_X"
"ASV384",0,0.001575705,0.00071623,0.000859476,0.00071623,0,0.000644607,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Cercomonadida","f__Cercomonadidae","g__Eocercomonas","s__Eocercomonas_ramosa"
"ASV260",0,0,0.002435181,0.000859476,0,0,0.000549109,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Glissomonadida","f__Proleptomonadidae","g__Proleptomonas","s__Proleptomonas_sp."
"ASV1823",0.003581149,0,0,0,0.003294657,0,0.001145968,"Pro","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__unclassified_f__Oxytrichidae","s__unclassified_f__Oxytrichidae"
"ASV325",0,0,0.001289214,0,0,0,0.000214869,"Pro","p__Ciliophora","c__Litostomatea","o__Haptoria","f__unclassified_o__Haptoria","g__unclassified_o__Haptoria","s__unclassified_o__Haptoria"
"ASV1414",0,0,0,0,0.00143246,0,0.000238743,"Pro","p__Cercozoa","c__unclassified_p__Cercozoa","o__unclassified_p__Cercozoa","f__unclassified_p__Cercozoa","g__unclassified_p__Cercozoa","s__unclassified_p__Cercozoa"
"ASV4637",0,0.001002722,0,0,0,0,0.00016712,"Pro","p__Perkinsea","c__Perkinsida","o__Perkinsida_X","f__Perkinsida_XX","g__Perkinsida_XXX","s__Perkinsida_XXX_sp."
"ASV1001",0,0.000429738,0,0.001002722,0,0,0.000238743,"Pro","p__Conosa","c__Variosea","o__Variosea_X","f__AND16-lineage","g__AND16-lineage_X","s__AND16-lineage_X_sp."
"ASV836",0,0.003724395,0,0.009024495,0,0.002721673,0.002578427,"Pro","p__Ciliophora","c__Colpodea","o__Platyophryida","f__Platyophryidae","g__Platyophrya","s__unclassified_g__Platyophrya"
"ASV4606",0,0.002148689,0,0,0,0,0.000358115,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Glissomonadida","f__Sandonidae","g__Sandona","s__Sandona_sp."
"ASV1029",0,0,0,0.00071623,0.000286492,0,0.00016712,"Pro","p__Choanoflagellida","c__Choanoflagellatea","o__unclassified_c__Choanoflagellatea","f__unclassified_c__Choanoflagellatea","g__unclassified_c__Choanoflagellatea","s__unclassified_c__Choanoflagellatea"
"ASV2261",0.00673256,0,0,0,0,0,0.001122093,"Pro","p__Lobosa","c__Lobosa-G1","o__Lobosa-G1_X","f__Lobosa-G1_XX","g__Lobosa-G1_XXX","s__Lobosa-G1_XXX_sp."
"ASV448",0.0053001,0.00143246,0.00071623,0.000572984,0,0.001575705,0.00159958,"Pro","p__Perkinsea","c__Perkinsida","o__Perkinsida_X","f__Perkinsida_XX","g__Perkinsida_XXX","s__Perkinsida_XXX_sp."
"ASV478",0,0,0.00071623,0,0.000429738,0,0.000190995,"Pro","p__Cercozoa","c__unclassified_p__Cercozoa","o__unclassified_p__Cercozoa","f__unclassified_p__Cercozoa","g__unclassified_p__Cercozoa","s__unclassified_p__Cercozoa"
"ASV2579",0,0.001289214,0,0,0,0,0.000214869,"Pro","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Oxytricha","s__Oxytricha_sp."
"ASV58",0,0.0053001,0.007878527,0.00673256,0.001718951,0.004297379,0.004321253,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Cercomonadida","f__Cercomonadidae","g__Cercomonas","s__Cercomonas_longicauda"
"ASV2361",0.001002722,0,0,0,0,0,0.00016712,"Pro","p__unclassified_k__Alveolata","c__unclassified_k__Alveolata","o__unclassified_k__Alveolata","f__unclassified_k__Alveolata","g__unclassified_k__Alveolata","s__unclassified_k__Alveolata"
"ASV2010",0,0.001575705,0,0,0.000286492,0.002578427,0.000740104,"Pro","p__Lobosa","c__Tubulinea","o__Echinamoebida","f__Vermamoebidae","g__Hartmannella","s__Hartmannella_sp."
"ASV1092",0.000572984,0,0,0.00071623,0,0,0.000214869,"Pro","p__Cercozoa","c__Filosa","o__Filosa_X","f__Filosa_XX","g__Filosa_XXX","s__Filosa_XXX_sp."
"ASV3258",0,0,0,0,0,0.002291935,0.000381989,"Pro","p__Lobosa","c__Tubulinea","o__Leptomyxida","f__Flabellulidae","g__Flabellula","s__Flabellula_citata"
"ASV940",0,0,0,0.001289214,0,0.000572984,0.000310366,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Glissomonadida","f__Sandonidae","g__unclassified_f__Sandonidae","s__unclassified_f__Sandonidae"
"ASV1009",0,0,0,0.001289214,0,0,0.000214869,"Pro","p__Ciliophora","c__Colpodea","o__Colpodida","f__Colpodidae","g__Colpodidae_X","s__Colpodidae_X_sp."
"ASV162",0,0.003008165,0.002864919,0.004440625,0,0,0.001718951,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Glissomonadida","f__unclassified_o__Glissomonadida","g__unclassified_o__Glissomonadida","s__unclassified_o__Glissomonadida"
"ASV105",0.007735281,0.004870362,0.004583871,0.006446068,0.003437903,0.003437903,0.005085231,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Glissomonadida","f__Sandonidae","g__Sandonidae_X","s__Sandonidae_X_sp."
"ASV3266",0,0,0,0,0,0.001575705,0.000262618,"Pro","p__Conosa","c__Variosea","o__Variosea_X","f__unclassified_o__Variosea_X","g__unclassified_o__Variosea_X","s__unclassified_o__Variosea_X"
"ASV170",0,0.004583871,0.001862197,0.004154133,0.003581149,0.003008165,0.002864919,"Pro","p__Conosa","c__Variosea","o__Variosea_X","f__AND16-lineage","g__AND16-lineage_X","s__AND16-lineage_X_sp."
"ASV370",0,0,0.001002722,0,0.000286492,0,0.000214869,"Pro","p__Dinophyta","c__Dinophyceae","o__Dinophyceae_X","f__unclassified_o__Dinophyceae_X","g__unclassified_o__Dinophyceae_X","s__unclassified_o__Dinophyceae_X"
"ASV461",0,0,0.001002722,0,0,0,0.00016712,"Pro","p__unclassified_k__Opisthokonta","c__unclassified_k__Opisthokonta","o__unclassified_k__Opisthokonta","f__unclassified_k__Opisthokonta","g__unclassified_k__Opisthokonta","s__unclassified_k__Opisthokonta"
"ASV1844",0,0,0,0,0.002435181,0,0.000405864,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Cercomonadida","f__Cercomonadidae","g__Eocercomonas","s__unclassified_g__Eocercomonas"
"ASV874",0.002578427,0.002578427,0,0.003151411,0,0,0.001384711,"Pro","p__Ciliophora","c__Colpodea","o__Cyrtolophosidida","f__Cyrtolophosididae","g__Cyrtolophosididae_X","s__Cyrtolophosididae_X_sp."
"ASV183",0.002721673,0.003867641,0.002148689,0.004727116,0.005873084,0.00143246,0.003461777,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Glissomonadida","f__Sandonidae","g__Neoheteromita","s__Neoheteromita_caudratti"
"ASV4612",0,0.002005443,0,0,0,0,0.000334241,"Pro","p__Lobosa","c__Tubulinea","o__Nolandida","f__Nolandellidae","g__Nolandellidae_X","s__Nolandellidae_X_sp."
"ASV2320",0.001289214,0,0,0,0,0,0.000214869,"Pro","p__Cercozoa","c__Endomyxa","o__Vampyrellida","f__sm27-lineage","g__sm27-lineage_X","s__sm27-lineage_X_sp."
"ASV4598",0,0.003008165,0,0,0,0,0.000501361,"Pro","p__Conosa","c__Variosea","o__Variosea_X","f__Variosea_XX","g__Variosea_XXX","s__Variosea_XXX_sp."
"ASV2299",0.001862197,0,0,0,0,0,0.000310366,"Pro","p__Apicomplexa","c__Apicomplexa_X","o__Gregarines","f__Gregarines_X","g__unclassified_f__Gregarines_X","s__unclassified_f__Gregarines_X"
"ASV898",0,0,0,0.002291935,0,0,0.000381989,"Pro","p__Cercozoa","c__Filosa-Granofilosea","o__Cryptofilida","f__Mesofilidae","g__Mesofilidae_X","s__Mesofilidae_X_sp."
"ASV123",0,0.000859476,0.003437903,0,0.004727116,0.001145968,0.001695077,"Pro","p__Ciliophora","c__Colpodea","o__Platyophryida","f__unclassified_o__Platyophryida","g__unclassified_o__Platyophryida","s__unclassified_o__Platyophryida"
"ASV900",0,0,0,0.002148689,0,0,0.000358115,"Pro","p__Lobosa","c__Tubulinea","o__Nolandida","f__Nolandellidae","g__Nolandellidae_X","s__Nolandellidae_X_sp."
"ASV1901",0,0,0,0,0.001289214,0,0.000214869,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Cercomonadida","f__Paracercomonadidae","g__Paracercomonas","s__Paracercomonas_metabolica"
"ASV2293",0.002291935,0,0,0,0,0,0.000381989,"Pro","p__Conosa","c__Variosea","o__Variosea_X","f__Variosea_XX","g__Variosea_XXX","s__Variosea_XXX_sp."
"ASV834",0,0,0,0.015327317,0.008881249,0,0.004034761,"Pro","p__Lobosa","c__Lobosa_X","o__Lobosa_XX","f__LKM74-lineage","g__LKM74-lineage_X","s__LKM74-lineage_X_sp."
"ASV53",0.013178628,0.010600201,0.008021773,0.010743446,0.157857041,0.004870362,0.034211909,"Pro","p__Conosa","c__Variosea","o__Variosea_X","f__unclassified_o__Variosea_X","g__unclassified_o__Variosea_X","s__unclassified_o__Variosea_X"
"ASV121",0.005443346,0.002005443,0.004297379,0.003294657,0.004154133,0.001862197,0.003509526,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Glissomonadida","f__Sandonidae","g__Sandona","s__Sandona_sp."
"ASV975",0,0,0,0.001145968,0,0,0.000190995,"Pro","p__Apicomplexa","c__Apicomplexa_X","o__Coccidia","f__Eucoccidiorida","g__Cryptosporidium","s__Cryptosporidium_struthionis"
"ASV549",0,0.000286492,0.000429738,0,0.001145968,0,0.000310366,"Pro","p__Cercozoa","c__Endomyxa","o__Vampyrellida","f__Leptophryidae","g__Leptophryidae_X","s__Leptophryidae_X_sp."
"ASV1828",0,0,0,0,0.003151411,0,0.000525235,"Pro","p__Lobosa","c__Tubulinea","o__Leptomyxida","f__Flabellulidae","g__Flabellula","s__Flabellula_citata"
"ASV1141",0.001718951,0,0,0.000429738,0,0,0.000358115,"Pro","p__Perkinsea","c__Perkinsida","o__Perkinsida_X","f__Perkinsida_XX","g__Perkinsida_XXX","s__Perkinsida_XXX_sp."
"ASV939",0.001575705,0.000572984,0,0.001575705,0.000286492,0,0.000668481,"Pro","p__Conosa","c__Variosea","o__Variosea_X","f__unclassified_o__Variosea_X","g__unclassified_o__Variosea_X","s__unclassified_o__Variosea_X"
"ASV1389",0,0.015900301,0,0,0,0,0.00265005,"Pro","p__Lobosa","c__Lobosa-G1","o__Lobosa-G1_X","f__Lobosa-G1_XX","g__Lobosa-G1_XXX","s__Lobosa-G1_XXX_sp."
"ASV1817",0,0,0,0,0.007162298,0,0.001193716,"Pro","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__unclassified_f__Oxytrichidae","s__unclassified_f__Oxytrichidae"
"ASV251",0,0,0.002291935,0,0,0,0.000381989,"Pro","p__Conosa","c__Variosea","o__Variosea_X","f__Filamoebidae","g__Filamoeba","s__Filamoeba_sp."
"ASV4621",0,0.001145968,0,0,0,0,0.000190995,"Pro","p__Ciliophora","c__Litostomatea","o__Haptoria","f__Tracheliidae","g__unclassified_f__Tracheliidae","s__unclassified_f__Tracheliidae"
"ASV890",0,0,0,0.002148689,0,0.000429738,0.000429738,"Pro","p__Cercozoa","c__unclassified_p__Cercozoa","o__unclassified_p__Cercozoa","f__unclassified_p__Cercozoa","g__unclassified_p__Cercozoa","s__unclassified_p__Cercozoa"
"ASV964",0,0,0,0.001145968,0,0,0.000190995,"Pro","p__Conosa","c__Variosea","o__Variosea_X","f__Variosea_XX","g__Variosea_XXX","s__Variosea_XXX_sp."
"ASV142",0,0.00673256,0.002721673,0.004870362,0.002578427,0.001145968,0.003008165,"Pro","p__Lobosa","c__Tubulinea","o__Nolandida","f__Nolandellidae","g__Nolandellidae_X","s__Nolandellidae_X_sp."
"ASV271",0,0,0.001718951,0,0,0,0.000286492,"Pro","p__unclassified_k__Opisthokonta","c__unclassified_k__Opisthokonta","o__unclassified_k__Opisthokonta","f__unclassified_k__Opisthokonta","g__unclassified_k__Opisthokonta","s__unclassified_k__Opisthokonta"
"ASV1008",0,0,0,0.000572984,0.001145968,0,0.000286492,"Pro","p__Cercozoa","c__Filosa-Imbricatea","o__Filosa-Imbricatea_X","f__Nudifilidae","g__Nudifila","s__Nudifila_producta"
"ASV868",0,0,0,0.003724395,0,0,0.000620732,"Pro","p__Conosa","c__Variosea","o__Variosea_X","f__Variosea_XX","g__Variosea_XXX","s__Variosea_XXX_sp."
"ASV1895",0,0.000859476,0,0,0.00071623,0,0.000262618,"Pro","p__Choanoflagellida","c__Choanoflagellida_X","o__Choanoflagellida_XX","f__Clade-2","g__Clade-2_X","s__Clade-2_X_sp."
"ASV286",0,0,0.001145968,0,0,0,0.000190995,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Cercomonadida","f__Cercomonadidae","g__Eocercomonas","s__Eocercomonas_sp."
"ASV3282",0,0,0,0,0,0.001002722,0.00016712,"Pro","p__Lobosa","c__Tubulinea","o__Nolandida","f__Nolandellidae","g__Nolandellidae_X","s__Nolandellidae_X_sp."
"ASV1201",0,0,0,0.000286492,0.001002722,0,0.000214869,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Glissomonadida","f__Sandonidae","g__Sandonidae_X","s__Sandonidae_X_sp."
"ASV3268",0,0,0,0,0,0.001145968,0.000190995,"Pro","p__Cercozoa","c__unclassified_p__Cercozoa","o__unclassified_p__Cercozoa","f__unclassified_p__Cercozoa","g__unclassified_p__Cercozoa","s__unclassified_p__Cercozoa"
"ASV1710",0,0,0,0,0.001002722,0.000429738,0.000238743,"Pro","p__Cercozoa","c__Filosa-Imbricatea","o__Thaumatomonadida","f__Thaumatomonadidae","g__Thaumatomonas","s__unclassified_g__Thaumatomonas"
"ASV866",0,0,0,0.003724395,0,0,0.000620732,"Pro","p__Lobosa","c__Tubulinea","o__Leptomyxida","f__Flabellulidae","g__Flabellula","s__Flabellula_citata"
"ASV1832",0,0,0,0,0.003008165,0,0.000501361,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Glissomonadida","f__Sandonidae","g__unclassified_f__Sandonidae","s__unclassified_f__Sandonidae"
